,year,month,ticker,list_date,company_name,icb_industry,icb_supersector,country_of_incorporation,market_cap,eps,p/e,p/s,datetime
116286,2016,12,INS,2010-10-13,INSTEM PLC                         ,Software & Computer Services,Computer Services,United Kingdom,35.09135833,0.04,54.830247390625,1.125,2016-12-01
116292,2016,12,IBM,1973-07-19,INTERNATIONAL BUS MACH CORP        ,Software & Computer Services,Computer Services,United States,82238.42244,13.0,6.6871379443812,84.48097251585624,2016-12-01
116445,2016,12,LOOP,2016-08-24,LOOPUP GROUP PLC                   ,Software & Computer Services,Software,United Kingdom,49.14493208,0.01,119.865688,0.3414634146341464,2016-12-01
116463,2016,12,MAIL,2010-11-11,MAIL.RU GROUP LTD                  ,Software & Computer Services,Internet,British Virgin Islands,3108.833334,18.0,0.7886436666666667,182.6529680365297,2016-12-01
116518,2016,12,MPH,2016-06-09,MEREO BIOPHARMA GROUP PLC          ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,172.1116347,-0.63,-4.268641733630951,0.0,2016-12-01
116529,2016,12,MTPH,2014-12-08,MIDATECH PHARMA PLC                ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,57.2218608,-0.17,-6.731983623529412,0.0264,2016-12-01
116554,2016,12,MBT,2006-03-08,MOBILE TORNADO GROUP               ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,17.01928174,-0.01,-6.8626136048387085,0.00814516129032258,2016-12-01
116574,2016,12,MTFB,2015-04-02,MOTIF BIO PLC                      ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,48.44602818,-0.35,-0.7062103233236152,0.0,2016-12-01
116578,2016,12,MPM,2013-12-18,MPORIUM GROUP PLC                  ,Software & Computer Services,Software,United Kingdom,66.13370002,-0.01,-12.86647860311284,0.0035408560311284048,2016-12-01
116580,2016,12,MWE,2006-03-16,MTI WIRELESS EDGE                  ,Technology Hardware & Equipment,Telecommunications Equipment,Israel,10.8810429,0.02,10.46254125,0.4423076923076923,2016-12-01
116694,2016,12,OSI,2016-04-15,OSIRIUM TECHNOLOGIES PLC           ,Software & Computer Services,Software,United Kingdom,14.03237925,-0.13,-10.794137884615383,0.048,2016-12-01
116723,2016,12,PTY,2013-07-05,PARITY GROUP                       ,Software & Computer Services,Computer Services,United Kingdom,9.94977945,0.01,9.754685735294117,0.9019607843137256,2016-12-01
116737,2016,12,PEN,1998-03-12,PENNANT INTERNATIONAL GROUP        ,Software & Computer Services,Software,United Kingdom,23.92894679,0.07,10.358851424242424,0.5151515151515151,2016-12-01
116807,2016,12,PRM,1995-10-03,PROTEOME SCIENCES PLC              ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,16.18236576,-0.01,-5.504206040816326,0.009319727891156464,2016-12-01
116832,2016,12,QTX,2014-11-06,QUARTIX HLDGS PLC                  ,Software & Computer Services,Software,United Kingdom,161.3748936,0.13,26.41160288052373,0.4893617021276596,2016-12-01
116834,2016,12,QXT,2013-05-21,QUIXANT PLC                        ,Technology Hardware & Equipment,Computer Hardware,United Kingdom,227.1426175,0.14,24.9607271978022,1.3846153846153846,2016-12-01
116964,2016,12,SSY,1997-09-25,SCISYS PLC                         ,Software & Computer Services,Computer Services,United Kingdom,31.851814500000003,0.09,12.203760344827588,1.5862068965517242,2016-12-01
116971,2016,12,SDL,1999-12-07,SDL                                ,Software & Computer Services,Software,United Kingdom,356.717596,0.22,19.77370266075388,3.231707317073171,2016-12-01
117006,2016,12,SRC,2005-08-03,SIGMAROC PLC                       ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,0.0,-0.76,-0.0,0.015384615384615384,2016-12-01
117007,2016,12,SLN,2010-01-05,SILENCE THERAPEUTICS PLC           ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,69.801624,-0.12,-8.309717142857144,0.011,2016-12-01
117008,2016,12,SIM,2006-11-02,SIMIGON LTD                        ,Software & Computer Services,Software,Israel,10.02186666,0.01,19.650718941176468,0.1180392156862745,2016-12-01
117013,2016,12,SSA,2005-02-14,SISTEMA PJSFC                      ,Mobile Telecommunications,Mobile Telecommunications,Russian Federation,3527.1522,1.2,0.31279062466744706,72.45546450994998,2016-12-01
117031,2016,12,SPE,1996-09-10,SOPHEON                            ,Software & Computer Services,Software,United Kingdom,25.7647775,0.59,5.9333035878776705,3.125,2016-12-01
117045,2016,12,SPT,2055-07-13,SPIRENT COMMUNICATIONS             ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,605.5790188,0.08,12.368852508169933,0.7483660130718954,2016-12-01
117069,2016,12,STAR,2013-02-27,STARCOM PLC                        ,Software & Computer Services,Software,Jersey,5.584551245,-0.02,-1.8250167467320264,0.033529411764705884,2016-12-01
117073,2016,12,SOG,2003-06-16,STATPRO GROUP                      ,Software & Computer Services,Software,United Kingdom,70.9239825,0.02,54.556909615384605,0.5846153846153846,2016-12-01
117127,2016,12,TECH,2015-03-16,TECHFINANCIALS INC                 ,Software & Computer Services,Software,British Virgin Islands,7.039038978,0.06,1.700250960869565,0.3043478260869565,2016-12-01
117134,2016,12,TCM,2005-04-04,TELIT COMMUNICATIONS PLC           ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,290.0425413000001,0.14,17.859762395320192,3.189655172413793,2016-12-01
117138,2016,12,TERN,2011-08-31,TERN PLC                           ,Software & Computer Services,Software,United Kingdom,7.999522402999999,0.06,1.1203812889355742,0.05134453781512605,2016-12-01
117158,2016,12,TRX,2010-06-29,TISSUE REGENIX GROUP PLC           ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,155.82547409999995,-0.01,-20.50335185526316,0.0018947368421052629,2016-12-01
117160,2016,12,TILS,2014-04-24,TIZIANA LIFE SCIENCES PLC          ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,181.7072969,-0.08,-24.163204375,0.0,2016-12-01
117173,2016,12,TST,2005-10-24,TOUCHSTAR PLC                      ,Technology Hardware & Equipment,Computer Hardware,United Kingdom,6.65573125,0.07,14.627980769230769,1.1723076923076925,2016-12-01
117190,2016,12,TRB,2016-05-03,TRIBAL GROUP                       ,Software & Computer Services,Software,United Kingdom,113.3205734,0.01,58.113114564102574,0.4615384615384616,2016-12-01
117226,2016,12,USY,1970-01-29,UNISYS CORP                        ,Software & Computer Services,Computer Services,United States,518.8020552,-0.95,-10.922148530526316,56.42,2016-12-01
117242,2016,12,VAL,2006-10-03,VALIRX PLC                         ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,4.37079888,-0.09,-0.5851136385542168,0.0,2016-12-01
117255,2016,12,VRP,2006-09-19,VERONA PHARMA PLC                  ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,79.28431597,-0.15,-10.363962871895424,0.0,2016-12-01
117285,2016,12,WAND,2012-06-01,WANDISCO PLC                       ,Software & Computer Services,Software,Jersey,76.14986850000003,-0.28,-7.350373407335906,0.2972972972972973,2016-12-01
117287,2016,12,WTG,2011-05-17,WATCHSTONE GROUP PLC               ,Software & Computer Services,Computer Services,United Kingdom,85.23023688,-1.34,-1.3827098780012976,0.9347826086956522,2016-12-01
117383,2018,11,ACC,2005-06-28,ACCESS INTELLIGENCE PLC,Technology,Technology,United Kingdom,35.27,-0.02,-27.554687500000004,0.13890625,2018-11-01
117452,2018,11,AMO,2004-06-09,AMINO TECHNOLOGIES PLC,Technology,Technology,United Kingdom,86.31,0.09,13.136986301369864,1.2191780821917808,2018-11-01
117604,2018,11,BBB,2015-05-12,BIGBLU BROADBAND PLC,Technology,Technology,United Kingdom,55.29,-0.24,-4.041666666666667,0.9649122807017544,2018-11-01
118376,2018,11,KBT,2001-03-28,K3 BUSINESS TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,102.0,0.01,237.2093023255814,1.930232558139535,2018-11-01
119148,2018,11,TEK,2014-04-04,TEKCAPITAL PLC,Technology,Technology,United Kingdom,2.85,0.1,0.5277777777777778,0.12648148148148147,2018-11-01
130433,2017,4,IDEA,2012-07-02,IDEAGEN PLC,Technology,Technology,United Kingdom,175.33393600000005,0.01,88.55249292929292,0.13636363636363635,2017-04-01
131092,2017,4,RDT,2014-04-29,ROSSLYN DATA TECHNOLOGIES PLC,Technology,Technology,United Kingdom,4.454027,-0.02,-2.783766875,0.043875,2017-04-01
133716,2015,3,AVV,1996-12-05,AVEVA GROUP                        ,Software & Computer Services,Software,United Kingdom,946.35714,0.67,22.069895988805968,3.265625,2015-03-01
133799,2015,3,BT.A,1984-12-03,BT GROUP                           ,Fixed Line Telecommunications,Fixed Line Telecommunications,United Kingdom,36657.17333,0.35,12.510126725138216,2.132226469182992,2015-03-01
134501,2015,3,SSE,1991-06-18,SSE PLC                            ,Electricity,Electricity,United Kingdom,15025.93377,0.66,22.92705570813879,31.877139979859013,2015-03-01
134528,2015,3,TALK,2010-03-29,TALK TALK TELECOM GROUP PLC        ,Fixed Line Telecommunications,Fixed Line Telecommunications,United Kingdom,3145.655364,0.07,47.0554280329095,1.8795811518324608,2015-03-01
134537,2015,3,TEP,2000-07-26,TELECOM PLUS                       ,Fixed Line Telecommunications,Fixed Line Telecommunications,United Kingdom,684.5506956,0.41,20.870448036585366,9.1125,2015-03-01
134558,2015,3,TRD,1996-03-21,TRIAD GROUP                        ,Software & Computer Services,Computer Services,United Kingdom,1.590705795,0.02,5.30235265,1.5333333333333334,2015-03-01
134601,2015,3,VOD,1988-10-26,VODAFONE GROUP                     ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,63627.88521,0.29,8.275743087060121,1.825022631261316,2015-03-01
135298,2018,5,FTC,1994-10-24,FILTRONIC PLC,Technology,Technology,United Kingdom,18.83,0.01,9.09661835748792,0.11594202898550725,2018-05-01
135892,2018,5,NCC,2007-07-13,NCC GROUP PLC,Technology,Technology,United Kingdom,590.24,0.1,21.231654676258994,0.8381294964028777,2018-05-01
138783,2014,12,ACSO,2002-04-24,ACCESSO TECHNOLOGY GRP PLC         ,Software & Computer Services,Software,United Kingdom,127.5532245,0.18,32.21041022727273,3.4090909090909087,2014-12-01
138876,2014,12,ANP,2006-11-28,ANPARIO PLC                        ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,57.1299246,0.16,17.8531014375,1.15,2014-12-01
138928,2014,12,ATQT,2014-08-19,ATTRAQT GROUP PLC                  ,Software & Computer Services,Software,United Kingdom,11.03490679,-0.06,-8.757862531746031,0.09952380952380953,2014-12-01
138943,2014,12,AVN,2007-04-16,AVANTI COMMUNICATIONS GROUP PLC    ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,293.3534653,-0.81,-3.2336140354938268,0.5892857142857143,2014-12-01
138956,2014,12,BSD,1998-06-08,B.S.D CROWN LTD                    ,Software & Computer Services,Internet,Israel,49.77875735,-0.17,-2.66196563368984,1.9272727272727272,2014-12-01
138968,2014,12,BGO,2005-06-30,BANGO                              ,Software & Computer Services,Internet,United Kingdom,55.73362679999999,-0.11,-9.743641048951053,0.09788461538461538,2014-12-01
138988,2014,12,BVC,1999-07-12,BATM ADVANCED COMMUNICATIONS       ,Technology Hardware & Equipment,Telecommunications Equipment,Israel,62.66854438,-0.01,-15.55050729032258,0.2704714640198511,2014-12-01
139116,2014,12,GAMA,2014-10-10,GAMMA COMMUNICATIONS LTD           ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,212.9125504,0.12,19.935632059925094,1.9438202247191008,2014-12-01
139140,2014,12,GINV,2014-07-02,GLOBAL INVACOM GROUP LTD           ,Technology Hardware & Equipment,Telecommunications Equipment,Singapore,58.24547417,0.02,10.826296314126397,0.4981412639405205,2014-12-01
139159,2014,12,BRY,2004-06-28,BRADY                              ,Software & Computer Services,Software,United Kingdom,64.46478131,0.02,39.30779348170732,0.3780487804878049,2014-12-01
139244,2014,12,CNIC,2013-09-02,CENTRALNIC GROUP PLC               ,Software & Computer Services,Internet,United Kingdom,26.30810821,0.01,43.12804624590164,0.09950819672131148,2014-12-01
139274,2014,12,CIR,2014-03-18,CIRCASSIA PHARMACEUTICALS PLC      ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,522.4398815000002,-0.21,-13.163010367850845,0.0,2014-12-01
139293,2014,12,CBUY,2005-12-14,CLOUDBUY PLC                       ,Software & Computer Services,Software,United Kingdom,29.76954162,-0.04,-6.150731739669419,0.017520661157024796,2014-12-01
139309,2014,12,CCC,2013-06-12,COMPUTACENTER                      ,Software & Computer Services,Computer Services,United Kingdom,874.7022232,0.53,13.417736204939409,25.268292682926827,2014-12-01
139312,2014,12,CNC,1996-07-04,CONCURRENT TECHNOLOGIES            ,Technology Hardware & Equipment,Computer Hardware,United Kingdom,32.32056805,0.03,14.758250251141552,0.1780821917808219,2014-12-01
139329,2014,12,CNS,2011-03-02,CORERO NETWORK SECURITY PLC        ,Software & Computer Services,Software,United Kingdom,17.92379948,-0.11,-1.4046864796238243,0.06448275862068965,2014-12-01
139357,2014,12,CYAN,2005-12-07,CYAN HLDGS PLC                     ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,12.95118714,-0.17,-3.462884262032085,0.008636363636363636,2014-12-01
139392,2014,12,DSG,2006-06-15,DILLISTONE GROUP                   ,Software & Computer Services,Software,United Kingdom,18.74791944,0.07,14.096180030075187,0.4542105263157895,2014-12-01
139418,2014,12,DRX,2005-12-15,DRAX GROUP                         ,Electricity,Electricity,United Kingdom,1848.519149,0.4,11.410612030864195,6.925925925925926,2014-12-01
139443,2014,12,EDEN,2012-05-11,EDEN RESEARCH                      ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,12.77185887,-0.02,-4.146707425324675,0.0006493506493506495,2014-12-01
139471,2014,12,EMIS,2010-03-29,EMIS GROUP PLC                     ,Software & Computer Services,Computer Services,United Kingdom,550.8091452000001,0.36,24.28611751322752,2.1904761904761907,2014-12-01
139494,2014,12,ERGO,2014-07-15,ERGOMED PLC                        ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,43.84375,0.04,37.79633620689656,0.7241379310344828,2014-12-01
139536,2014,12,FDM,2014-06-20,FDM GROUP PLC                      ,Software & Computer Services,Computer Services,United Kingdom,375.9080804,0.16,21.75393983796297,1.1388888888888888,2014-12-01
139557,2014,12,GOOD,2012-07-30,GOOD ENERGY GROUP PLC              ,Electricity,Alternative Electricity,United Kingdom,30.94926056,0.17,12.136964925490195,3.8666666666666663,2014-12-01
139578,2014,12,GHT,1995-02-27,GRESHAM COMPUTING                  ,Software & Computer Services,Software,United Kingdom,53.43228891,0.02,42.4065785,0.20634920634920634,2014-12-01
139659,2014,12,HZD,2014-03-27,HORIZON DISCOVERY GROUP PLC        ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,157.4156183,-0.08,-25.226861907051287,0.15384615384615385,2014-12-01
139697,2014,12,IMM,2006-02-17,IMMUPHARMA                         ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,45.2174415,-0.03,-16.935371348314607,0.00202247191011236,2014-12-01
139714,2014,12,IND,2003-12-15,INDIGOVISION GROUP                 ,Software & Computer Services,Computer Services,United Kingdom,27.50554337,0.61,5.933033513805005,10.789473684210527,2014-12-01
139725,2014,12,ISAT,2005-06-22,INMARSAT                           ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,3586.697872,0.77,10.39743121521336,2.8705357142857144,2014-12-01
139731,2014,12,INS,2010-10-13,INSTEM PLC                         ,Software & Computer Services,Computer Services,United Kingdom,16.18124318,0.02,67.42184658333333,1.0833333333333333,2014-12-01
139739,2014,12,IBM,1973-07-19,INTERNATIONAL BUS MACH CORP        ,Software & Computer Services,Computer Services,United States,62516.0974,17.0,3.710814827565738,93.63572149344095,2014-12-01
139935,2014,12,MAIL,2010-11-11,MAIL.RU GROUP LTD                  ,Software & Computer Services,Internet,British Virgin Islands,1886.654252,82.0,0.1106152821294559,155.41826923076925,2014-12-01
140003,2014,12,MTPH,2014-12-08,MIDATECH PHARMA PLC                ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,73.2378751,-0.96,-2.7246233296130957,0.005714285714285714,2014-12-01
140028,2014,12,MBT,2006-03-08,MOBILE TORNADO GROUP               ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,18.56688809,-0.01,-8.251950262222222,0.007777777777777778,2014-12-01
140213,2014,12,PTY,2013-07-05,PARITY GROUP                       ,Software & Computer Services,Computer Services,United Kingdom,16.34252948,0.01,16.022087725490195,0.9019607843137256,2014-12-01
140230,2014,12,PEN,1998-03-12,PENNANT INTERNATIONAL GROUP        ,Software & Computer Services,Software,United Kingdom,22.12235424,0.12,7.0904981538461564,0.6923076923076923,2014-12-01
140265,2014,12,PTEC,2012-07-02,PLAYTECH PLC                       ,Software & Computer Services,Software,Isle of Man,1993.191757,0.48,14.172296338168376,1.5597269624573378,2014-12-01
140314,2014,12,PRM,1995-10-03,PROTEOME SCIENCES PLC              ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,57.8085174,-0.02,-13.506662943925233,0.007289719626168225,2014-12-01
140341,2014,12,QTX,2014-11-06,QUARTIX HLDGS PLC                  ,Software & Computer Services,Software,United Kingdom,70.50492,0.09,16.667829787234044,0.3191489361702128,2014-12-01
140345,2014,12,QXT,2013-05-21,QUIXANT PLC                        ,Technology Hardware & Equipment,Computer Hardware,United Kingdom,87.2569557,0.09,14.915718923076925,0.4923076923076923,2014-12-01
140481,2014,12,SSY,1997-09-25,SCISYS PLC                         ,Software & Computer Services,Computer Services,United Kingdom,26.92926135,0.08,11.607440237068966,1.3793103448275863,2014-12-01
140487,2014,12,SDL,1999-12-07,SDL                                ,Software & Computer Services,Software,United Kingdom,333.82988860000006,0.08,51.51695811728396,3.2098765432098766,2014-12-01
140523,2014,12,SLN,2010-01-05,SILENCE THERAPEUTICS PLC           ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,107.3221045,-0.22,-9.38130284090909,0.0003846153846153846,2014-12-01
140524,2014,12,SIM,2006-11-02,SIMIGON LTD                        ,Software & Computer Services,Software,Israel,10.51673469,0.03,7.0111564600000005,0.1664,2014-12-01
140530,2014,12,SSA,2005-02-14,SISTEMA JSFC                       ,Mobile Telecommunications,Mobile Telecommunications,Russian Federation,1612.744429,-2.52,-0.06782301271893525,68.48972022043239,2014-12-01
140553,2014,12,SPE,1996-09-10,SOPHEON                            ,Software & Computer Services,Software,United Kingdom,2.875205,-0.21,-1.88069400837258,2.4725274725274726,2014-12-01
140568,2014,12,SPT,2055-07-13,SPIRENT COMMUNICATIONS             ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,464.5327663,0.04,18.97601169526144,0.7467320261437909,2014-12-01
140593,2014,12,STAR,2013-02-27,STARCOM PLC                        ,Software & Computer Services,Software,Jersey,10.97633329,-0.03,-4.355687813492064,0.059642857142857136,2014-12-01
140597,2014,12,SOG,2003-06-16,STATPRO GROUP                      ,Software & Computer Services,Software,United Kingdom,48.89157125,0.02,36.48624720149254,0.4776119402985074,2014-12-01
140664,2014,12,TCM,2005-04-04,TELIT COMMUNICATIONS PLC           ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,254.1827362,0.12,18.58060937134503,2.5789473684210527,2014-12-01
140685,2014,12,TRX,2010-06-29,TISSUE REGENIX GROUP PLC           ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,132.4599138,-0.01,-20.28482600306279,1.5313935681470134e-05,2014-12-01
140687,2014,12,TILS,2014-04-24,TIZIANA LIFE SCIENCES PLC          ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,43.60624068,-0.12,-4.275121635294118,0.0,2014-12-01
140755,2014,12,USY,1970-01-29,UNISYS CORP                        ,Software & Computer Services,Computer Services,United States,778.0339886,0.89,17.483909856179775,67.12,2014-12-01
140771,2014,12,VAL,2006-10-03,VALIRX PLC                         ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,6.618110657000001,-0.1,-2.7575461070833334,0.00375,2014-12-01
140785,2014,12,VRP,2006-09-19,VERONA PHARMA PLC                  ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,11.77162118,-0.16,-3.67863161875,0.0,2014-12-01
140815,2014,12,WAND,2012-06-01,WANDISCO PLC                       ,Software & Computer Services,Software,Jersey,124.0639259,-1.55,-3.3350517715053765,0.4583333333333333,2014-12-01
141162,2018,10,PRSM,2016-03-18,BLUE PRISM GROUP PLC,Technology,Technology,United Kingdom,1162.15,-0.4,-43.36380597014925,0.8208955223880597,2018-10-01
141765,2018,10,IDOX,2007-06-05,IDOX PLC,Technology,Technology,United Kingdom,137.09,-0.01,-33.03373493975904,0.1614457831325301,2018-10-01
142052,2018,10,MCRO,2014-11-20,MICRO FOCUS INTERNATIONAL PLC,Technology,Technology,United Kingdom,5202.27,2.05,7.168623398098389,13.429378531073446,2018-10-01
145020,2015,12,ACSO,2002-04-24,ACCESSO TECHNOLOGY GRP PLC         ,Software & Computer Services,Software,United Kingdom,178.254297,0.24,33.76028352272727,4.227272727272728,2015-12-01
145106,2015,12,ANP,2006-11-28,ANPARIO PLC                        ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,73.150595,0.17,19.55898262032085,1.0454545454545454,2015-12-01
145144,2015,12,ATQT,2014-08-19,ATTRAQT GROUP PLC                  ,Software & Computer Services,Software,United Kingdom,16.7042508,-0.03,-19.88601285714286,0.10392857142857144,2015-12-01
145159,2015,12,AVN,2007-04-16,AVANTI COMMUNICATIONS GROUP PLC    ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,252.0477585,-0.61,-2.9098101881782497,0.5985915492957746,2015-12-01
145188,2015,12,BSD,1998-06-08,B.S.D CROWN LTD                    ,Software & Computer Services,Internet,Israel,21.44809914,-0.64,-0.30466049914772725,2.890909090909091,2015-12-01
145200,2015,12,BGO,2005-06-30,BANGO                              ,Software & Computer Services,Internet,United Kingdom,57.6597552,-0.09,-10.010374166666667,0.0203125,2015-12-01
145218,2015,12,BVC,1999-07-12,BATM ADVANCED COMMUNICATIONS       ,Technology Hardware & Equipment,Telecommunications Equipment,Israel,71.19146641,-0.03,-5.888458760132343,0.24069478908188585,2015-12-01
145292,2015,12,BRY,2004-06-28,BRADY                              ,Software & Computer Services,Software,United Kingdom,45.8028956,-0.02,-27.592105783132528,0.3253012048192771,2015-12-01
145373,2015,12,CNIC,2013-09-02,CENTRALNIC GROUP PLC               ,Software & Computer Services,Internet,United Kingdom,44.62362829,0.01,48.50394379347826,0.10869565217391304,2015-12-01
145399,2015,12,CIR,2014-03-18,CIRCASSIA PHARMACEUTICALS PLC      ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,903.2738878,-0.2,-15.846910312280702,0.038596491228070184,2015-12-01
145416,2015,12,CBUY,2005-12-14,CLOUDBUY PLC                       ,Software & Computer Services,Software,United Kingdom,11.37479502,-0.05,-1.777311721875,0.013671875,2015-12-01
145431,2015,12,CCC,2013-06-12,COMPUTACENTER                      ,Software & Computer Services,Computer Services,United Kingdom,1121.176893,0.51,17.87305743663319,24.86178861788618,2015-12-01
145434,2015,12,CNC,1996-07-04,CONCURRENT TECHNOLOGIES            ,Technology Hardware & Equipment,Computer Hardware,United Kingdom,43.578294,0.04,14.924073287671233,0.2328767123287671,2015-12-01
145446,2015,12,CNS,2011-03-02,CORERO NETWORK SECURITY PLC        ,Software & Computer Services,Software,United Kingdom,25.67379948,-0.08,-1.9216915778443115,0.04994011976047904,2015-12-01
145472,2015,12,CYAN,2005-12-07,CYAN HLDGS PLC                     ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,10.80962993,-0.15,-2.119535280392157,0.007941176470588236,2015-12-01
145492,2015,12,DFX,2015-12-03,DEFENX PLC                         ,Software & Computer Services,Software,United Kingdom,7.0137488,0.11,10.452680774962742,0.7360655737704919,2015-12-01
145506,2015,12,DSG,2006-06-15,DILLISTONE GROUP                   ,Software & Computer Services,Software,United Kingdom,14.30253648,0.06,11.9187804,0.47200000000000003,2015-12-01
145530,2015,12,DRX,2005-12-15,DRAX GROUP                         ,Electricity,Electricity,United Kingdom,980.8468955,0.44,5.490634211262875,7.549261083743842,2015-12-01
145558,2015,12,EDEN,2012-05-11,EDEN RESEARCH                      ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,23.99345696,-0.01,-15.090224503144652,0.005534591194968554,2015-12-01
145586,2015,12,EMIS,2010-03-29,EMIS GROUP PLC                     ,Software & Computer Services,Computer Services,United Kingdom,720.4836865,0.22,51.98294996392496,2.4761904761904763,2015-12-01
145605,2015,12,ERGO,2014-07-15,ERGOMED PLC                        ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,48.73125,0.06,28.00646551724139,1.0344827586206895,2015-12-01
145645,2015,12,FARN,2015-11-17,FARON PHARMACEUTICALS OY           ,Pharmaceuticals & Biotechnology,Biotechnology,Finland,56.6236748,-0.3,-8.20632968115942,0.022608695652173917,2015-12-01
145649,2015,12,FDM,2014-06-20,FDM GROUP PLC                      ,Software & Computer Services,Computer Services,United Kingdom,561.7789688999999,0.2,26.008285597222233,1.4907407407407407,2015-12-01
145722,2015,12,GAMA,2014-10-10,GAMMA COMMUNICATIONS PLC           ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,388.30323660000005,0.15,28.763202711111113,2.1333333333333333,2015-12-01
145763,2015,12,GOOD,2012-07-30,GOOD ENERGY GROUP PLC              ,Electricity,Alternative Electricity,United Kingdom,30.689894,-0.01,-204.5992933333333,4.266666666666667,2015-12-01
145784,2015,12,GHT,1995-02-27,GRESHAM COMPUTING                  ,Software & Computer Services,Software,United Kingdom,67.69994646,0.03,35.8200774920635,0.2380952380952381,2015-12-01
145864,2015,12,HZD,2014-03-27,HORIZON DISCOVERY GROUP PLC        ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,126.0811092,-0.11,-12.193530870406187,0.2127659574468085,2015-12-01
145878,2015,12,HVO,2012-05-03,HVIVO PLC                          ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,180.301931,-0.26,-8.89062776134122,0.09897435897435897,2015-12-01
145904,2015,12,IMM,2006-02-17,IMMUPHARMA                         ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,26.598495,-0.04,-7.4714873595505615,0.0008988764044943821,2015-12-01
145920,2015,12,IND,2003-12-15,INDIGOVISION GROUP                 ,Software & Computer Services,Computer Services,United Kingdom,14.7553809,-0.06,-32.315770696452034,6.176084099868593,2015-12-01
145930,2015,12,ISAT,2005-06-22,INMARSAT                           ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,5100.782339,0.61,18.582085023679426,2.831111111111111,2015-12-01
145934,2015,12,INS,2010-10-13,INSTEM PLC                         ,Software & Computer Services,Computer Services,United Kingdom,29.34848925,0.04,56.43940240384615,1.2307692307692308,2015-12-01
145941,2015,12,IBM,1973-07-19,INTERNATIONAL BUS MACH CORP        ,Software & Computer Services,Computer Services,United States,56996.85468,14.0,4.214496796805679,84.61801242236025,2015-12-01
146129,2015,12,MAIL,2010-11-11,MAIL.RU GROUP LTD                  ,Software & Computer Services,Internet,British Virgin Islands,3170.882019,18.0,0.8043840738203958,173.45205479452054,2015-12-01
146192,2015,12,MTPH,2014-12-08,MIDATECH PHARMA PLC                ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,58.23346218,-0.22,-7.785222216577539,0.04058823529411765,2015-12-01
146216,2015,12,MBT,2006-03-08,MOBILE TORNADO GROUP               ,Mobile Telecommunications,Mobile Telecommunications,United Kingdom,15.47207431,-0.01,-6.238739641129032,0.00911290322580645,2015-12-01
146235,2015,12,MTFB,2015-04-02,MOTIF BIO PLC                      ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,46.42713954,-0.14,-3.0424075714285714,0.0,2015-12-01
